game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,2019-10-22,26-225,LAL,@,LAC,L (-10),1,37:22,8,21,.381,0,2,.000,9,14,.643,3,6,9,5,1,2,3,3,25,17.1,+3
2,2019-10-25,26-228,LAL,,UTA,W (+9),1,32:20,7,17,.412,0,2,.000,7,7,1.000,0,7,7,2,2,5,3,4,21,16.3,+5
3,2019-10-27,26-230,LAL,,CHO,W (+19),1,32:29,10,19,.526,3,5,.600,6,6,1.000,2,12,14,3,1,3,5,3,29,23.7,+5
4,2019-10-29,26-232,LAL,,MEM,W (+29),1,30:34,7,17,.412,0,2,.000,26,27,.963,8,12,20,2,0,2,0,2,40,41.7,+19
5,2019-11-01,26-235,LAL,@,DAL,W (+9),1,42:40,15,28,.536,0,5,.000,1,2,.500,2,6,8,2,2,2,1,1,31,23.6,+12
6,2019-11-03,26-237,LAL,@,SAS,W (+7),1,36:00,10,20,.500,1,2,.500,4,4,1.000,2,9,11,2,0,4,6,2,25,16.5,+7
7,2019-11-05,26-239,LAL,@,CHI,W (+6),1,31:25,6,15,.400,1,2,.500,2,2,1.000,3,4,7,3,1,3,3,4,15,10.8,-4
8,2019-11-08,26-242,LAL,,MIA,W (+15),1,34:45,11,17,.647,0,0,,4,4,1.000,2,6,8,7,2,3,2,4,26,27.1,+27
9,2019-11-10,26-244,LAL,,TOR,L (-9),1,37:40,10,20,.500,2,5,.400,5,6,.833,3,5,8,3,2,4,5,3,27,20.9,-6
