game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
,2019-10-22,24-090,LAL,@,LAC,L (-10),,,,,,,,,,,,,,,,,,,,,,
,2019-10-25,24-093,LAL,,UTA,W (+9),,,,,,,,,,,,,,,,,,,,,,
,2019-10-27,24-095,LAL,,CHO,W (+19),,,,,,,,,,,,,,,,,,,,,,
,2019-10-29,24-097,LAL,,MEM,W (+29),,,,,,,,,,,,,,,,,,,,,,
1,2019-11-01,24-100,LAL,@,DAL,W (+9),0,18:44,3,8,.375,0,4,.000,3,4,.750,1,2,3,1,0,0,1,0,9,5.2,-6
2,2019-11-03,24-102,LAL,@,SAS,W (+7),0,15:59,2,7,.286,1,4,.250,0,0,,0,3,3,0,0,0,0,2,5,1.0,+3
3,2019-11-05,24-104,LAL,@,CHI,W (+6),0,21:08,7,16,.438,1,8,.125,0,1,.000,0,4,4,0,0,1,3,1,15,4.7,+4
4,2019-11-08,24-107,LAL,,MIA,W (+15),0,25:18,3,9,.333,1,7,.143,0,0,,1,4,5,1,0,0,4,2,7,-0.3,-11
5,2019-11-10,24-109,LAL,,TOR,L (-9),0,24:19,6,13,.462,3,7,.429,0,0,,0,5,5,0,0,0,0,3,15,8.6,-12
