game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,2019-10-23,22-233,PHI,,BOS,W (+14),0,21:41,1,5,.200,1,3,.333,0,0,,0,1,1,1,2,2,1,5,3,1.3,+5
2,2019-10-26,22-236,PHI,@,DET,W (+6),1,23:43,0,3,.000,0,2,.000,0,0,,1,1,2,2,2,0,4,0,0,-1.7,+3
3,2019-10-28,22-238,PHI,@,ATL,W (+2),0,20:11,2,8,.250,2,7,.286,2,4,.500,1,2,3,0,4,2,3,4,8,4.5,-12
4,2019-10-30,22-240,PHI,,MIN,W (+22),0,20:57,2,5,.400,1,3,.333,4,4,1.000,0,1,1,3,4,2,3,4,9,9.5,+4
5,2019-11-02,22-243,PHI,@,POR,W (+1),1,16:45,1,5,.200,1,4,.250,0,0,,0,0,0,1,2,1,0,2,3,2.5,-13
6,2019-11-04,22-245,PHI,@,PHO,L (-5),0,4:50,1,3,.333,0,1,.000,0,2,.000,0,0,0,0,0,0,1,4,2,-3.1,-3
7,2019-11-06,22-247,PHI,@,UTA,L (-2),0,13:19,1,4,.250,0,1,.000,0,0,,0,1,1,2,0,0,1,3,2,-0.9,-13
,2019-11-08,22-249,PHI,@,DEN,L (-3),,,,,,,,,,,,,,,,,,,,,,
8,2019-11-10,22-251,PHI,,CHO,W (+8),0,2:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2.0,-11
