game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,2019-10-23,24-081,MIA,,MEM,W (+19),1,26:31,10,18,.556,1,2,.500,3,3,1.000,0,2,2,3,2,0,1,5,24,17.1,+27
2,2019-10-26,24-084,MIA,@,MIL,W (+5),1,28:31,8,17,.471,2,8,.250,0,0,,0,4,4,5,2,1,1,6,18,13.3,-3
3,2019-10-27,24-085,MIA,@,MIN,L (-7),1,40:14,9,17,.529,5,9,.556,2,2,1.000,0,4,4,2,2,0,4,1,25,16.9,-4
4,2019-10-29,24-087,MIA,,ATL,W (+15),1,29:40,7,18,.389,3,6,.500,0,0,,0,0,0,3,1,0,3,1,17,6.9,+14
5,2019-10-31,24-089,MIA,@,ATL,W (+9),1,33:04,10,15,.667,4,6,.667,4,4,1.000,0,2,2,0,2,0,3,3,28,19.9,+7
6,2019-11-03,24-092,MIA,,HOU,W (+29),1,19:09,2,10,.200,1,5,.200,0,0,,0,1,1,5,1,0,2,4,5,0.0,+18
7,2019-11-05,24-094,MIA,@,DEN,L (-20),1,32:54,4,14,.286,2,8,.250,1,3,.333,0,2,2,4,2,0,0,2,11,6.6,-14
8,2019-11-07,24-096,MIA,@,PHO,W (+16),1,22:27,5,9,.556,1,4,.250,0,0,,0,2,2,0,0,1,2,1,11,5.6,-2
9,2019-11-08,24-097,MIA,@,LAL,L (-15),1,23:04,4,11,.364,0,4,.000,2,2,1.000,0,3,3,1,2,1,3,0,10,5.2,-24
