game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,2019-10-23,23-318,PHO,,SAC,W (+29),1,30:04,8,17,.471,1,6,.167,4,4,1.000,2,7,9,1,1,2,2,1,21,16.5,+19
2,2019-10-25,23-320,PHO,@,DEN,L (-1),1,36:55,7,12,.583,3,5,.600,6,6,1.000,2,6,8,2,2,0,2,6,23,19.6,-11
3,2019-10-26,23-321,PHO,,LAC,W (+8),1,21:41,5,10,.500,1,2,.500,9,9,1.000,2,3,5,1,3,1,1,5,20,18.7,+13
4,2019-10-28,23-323,PHO,,UTA,L (-1),1,34:09,7,19,.368,2,8,.250,2,4,.500,0,3,3,3,2,1,0,2,18,11.6,-5
5,2019-10-30,23-325,PHO,@,GSW,W (+11),1,32:34,5,10,.500,1,2,.500,0,0,,2,5,7,0,0,1,2,4,11,6.0,+16
6,2019-11-02,23-328,PHO,@,MEM,W (+9),1,28:24,7,14,.500,1,3,.333,0,0,,2,2,4,3,0,0,1,4,15,9.5,+16
7,2019-11-04,23-330,PHO,,PHI,W (+5),1,32:02,5,9,.556,1,2,.500,3,6,.500,1,5,6,1,0,1,3,3,14,7.9,0
8,2019-11-07,23-333,PHO,,MIA,L (-16),1,25:27,5,10,.500,1,1,1.000,4,7,.571,1,1,2,3,0,2,1,3,15,11.1,+4
9,2019-11-10,23-336,PHO,,BRK,W (+26),1,30:40,6,11,.545,2,4,.500,4,4,1.000,1,4,5,0,1,0,2,2,18,12.8,+23
