game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
1,2019-10-23,26-008,SAC,@,PHO,L (-29),0,17:25,0,2,.000,0,0,,1,2,.500,1,4,5,0,0,1,1,3,1,-0.4,-8
2,2019-10-25,26-010,SAC,,POR,L (-10),0,17:14,4,6,.667,0,0,,2,2,1.000,2,4,6,0,0,2,1,5,10,8.4,0
3,2019-10-26,26-011,SAC,@,UTA,L (-32),0,15:17,3,5,.600,0,0,,0,0,,0,1,1,1,1,0,2,2,6,2.9,-6
4,2019-10-28,26-013,SAC,,DEN,L (-7),0,30:23,10,14,.714,0,0,,4,6,.667,5,8,13,0,0,2,0,5,24,22.7,+13
5,2019-10-30,26-015,SAC,,CHO,L (-7),1,35:17,8,10,.800,0,0,,1,2,.500,4,5,9,2,2,3,4,4,17,17.0,+3
6,2019-11-01,26-017,SAC,,UTA,W (+1),1,20:15,4,6,.667,0,0,,0,0,,1,1,2,1,2,0,1,4,8,6.5,-12
7,2019-11-03,26-019,SAC,@,NYK,W (+21),1,29:40,6,8,.750,0,0,,2,2,1.000,4,6,10,3,0,1,1,4,14,15.6,+21
8,2019-11-06,26-022,SAC,@,TOR,L (-4),1,30:48,4,8,.500,0,0,,0,0,,3,5,8,0,1,2,0,5,8,8.0,+5
9,2019-11-08,26-024,SAC,@,ATL,W (+12),1,29:18,1,4,.250,0,0,,0,0,,2,7,9,1,0,1,0,1,2,4.1,+10
