game_season,date_game,age,team_id,game_location,opp_id,game_result,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
,2019-10-22,25-236,LAL,@,LAC,L (-10),,,,,,,,,,,,,,,,,,,,,,
1,2019-10-25,25-239,LAL,,UTA,W (+9),0,20:27,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,2,1,2,-1.1,-2
2,2019-10-27,25-241,LAL,,CHO,W (+19),0,13:16,2,3,.667,1,2,.500,0,0,,0,2,2,1,1,1,1,3,5,4.5,+17
3,2019-10-29,25-243,LAL,,MEM,W (+29),0,12:45,0,4,.000,0,2,.000,0,0,,0,3,3,4,3,1,2,0,0,2.6,+14
4,2019-11-01,25-246,LAL,@,DAL,W (+9),0,15:41,3,5,.600,1,2,.500,0,0,,0,2,2,0,0,0,1,1,7,3.9,-3
5,2019-11-03,25-248,LAL,@,SAS,W (+7),0,20:02,1,3,.333,0,1,.000,0,0,,0,0,0,3,2,1,3,1,2,1.7,-13
6,2019-11-05,25-250,LAL,@,CHI,W (+6),0,23:32,2,8,.250,1,4,.250,2,3,.667,1,2,3,1,2,0,2,1,7,3.4,+2
7,2019-11-08,25-253,LAL,,MIA,W (+15),0,18:41,3,6,.500,0,1,.000,0,0,,0,3,3,4,0,1,1,1,6,6.0,+1
8,2019-11-10,25-255,LAL,,TOR,L (-9),0,17:22,1,3,.333,0,1,.000,1,2,.500,0,2,2,4,0,0,1,1,3,2.9,-4
